Entity Type,USDOT Number,USDOT Status,MCS-150 Mileage Year,MCS-150 Form Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,URL,Error
CARRIER  ,2322079 ,ACTIVE  ,"6,000 (2022) ",08/21/2023 ,EVANS PLUMBING & AIR CONDITIONING INC , ,"40502 OLD HWY 45 SOUTH
HAMILTON, MS   39746  ",(662) 343-5391  ,"PO BOX 175
HAMILTON, MS   39746  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2322079&original_query_string=EVANS PLUMBING & AIR CONDITIONING INC,N/A
CARRIER  ,2805789 ,ACTIVE  , , ,KENNETH SLOAN DOBBINS ,EXECUTIVE LIMOUSINE TRANSPORTATION ,"600 SOUTH JEFFERSON K
PLACENTIA, CA   92670  ",(714) 540-9700  ,"600 SOUTH JEFFERSON K
PLACENTIA, CA   92670  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2805789&original_query_string=EXECUTIVE LIMOUSINE TRANSPORTATION,N/A
CARRIER  ,3952291 ,ACTIVE  ,1 (2022) ,01/04/2023 ,EXPRESS ONE TRANSPORT LLC , ,"935 NORTH ST
GREENWOOD, NE   68366  ",(402) 480-2577  ,"935 NORTH ST
GREENWOOD, NE   68366-2628  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3952291&original_query_string=EXPRESS ONE TRANSPORT LLC,N/A
CARRIER  ,3268482 ,ACTIVE  ,"68,000 (2023) ",04/12/2024 ,F&W TRANSPORT CORP , ,"2157 SOUTHERN BLVD APT 2H
BRONX, NY   10460  ",(646) 721-7992  ,"2157 SOUTHERN BLVD APT 2H
BRONX, NY   10460-1168  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3268482&original_query_string=F&W TRANSPORT CORP,N/A
CARRIER/SHIPPER  ,1627492 ,ACTIVE  , ,04/03/2007 ,FACTOTUM TRANSPORT LLC , ,"165 RENDEZVOUS ROAD
RIVERTON, WY   82501  ",(307) 851-5059  ,"PO BOX 301
RIVERTON, WY   82501  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1627492&original_query_string=FACTOTUM TRANSPORT LLC,N/A
CARRIER  ,2774661 ,ACTIVE  , , ,FRANCISCO J HERNANDEZ ,FAST TRANSPORTATION ,"6800 MARLOW AVE
BEL GARDENS, CA   90201  ",(323) 637-8300  ,"6800 MARLOW AVE
BEL GARDENS, CA   90201  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2774661&original_query_string=FAST TRANSPORTATION,N/A
BROKER  ,3985973 ,ACTIVE  ,0 (2024) ,11/17/2024 ,FASTRACK COMPANIES ,FASTRACK LOGISTICS ,"159 STONEHAM DR
WOONSOCKET, RI   02895  ",(401) 258-1727  ,"159 STONEHAM DR
WOONSOCKET, RI   02895-2712  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3985973&original_query_string=FASTRACK COMPANIES,N/A
CARRIER  ,3312395 ,ACTIVE  ,"2,000 (2022) ",02/20/2023 ,NC LIMOUSINE GROUP LLC ,FAYETTEVILLE REGIONAL TAXI AND LIMO RDU CAR SERVICE AND LIMOUSINE CHARLOTTE CAR SERVICE AND LIMOUSINE WILMINGTON CAR SER ,"2255 SHAW RD EXT
FAYETTEVILLE, NC   28311-1832  ",(910) 500-6868  ,"2255 SHAW RD EXT
FAYETTEVILLE, NC   28311-1832  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3312395&original_query_string=FAYETTEVILLE REGIONAL TAXI AND LIMO RDU CAR SERVICE AND LIMOUSINE CHARLOTTE CAR SERVICE AND LIMOUSINE WILMINGTON CAR SER,N/A
CARRIER  ,2852623 ,ACTIVE  , , ,FELIPE O CASTANEDA JOAQUIN ,F C TRUCKING ,"8741 MARLENE ST
RIVERSIDE, CA   92503  ",(951) 275-6556  ,"8741 MARLENE ST
RIVERSIDE, CA   92503  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2852623&original_query_string=FELIPE O CASTANEDA JOAQUIN,N/A
CARRIER  ,3790915 ,ACTIVE  ,"20,000 (2022) ",05/30/2023 ,FILEMON TORRES SANCHEZ ,CRUCES FRONTERIZOS EXPRESS CFE ,"FRANCISCO RIOJAS 5805
NUEVO LAREDO, TA   88100  ",(956) 282-3404  ,"602 W CALTON RD STE 4D
LAREDO, TX   78041  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3790915&original_query_string=FILEMON TORRES SANCHEZ,N/A
CARRIER  ,722158 ,ACTIVE  , , ,FLANDERS INC , ,"985 W 500 S
WEST BOUNTIFUL, UT   84087  ",(801) 298-4046  ,"PO BOX 870325
WEST BOUNTIFUL, UT   84087  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=722158&original_query_string=FLANDERS INC,N/A
CARRIER  ,2748250 ,ACTIVE  , , ,GALLARDO CLAUDIA ,FONTANA CARPET CLEANING ,"2851 S. LA CADENA #147
COLTON, CA   92324  ",(909) 350-9355  ,"2851 S. LA CADENA #147
COLTON, CA   92324  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2748250&original_query_string=FONTANA CARPET CLEANING,N/A
SHIPPER  ,417389 ,ACTIVE  , , ,FORMAN FORD PAINT , ,"1200 MENDELSSOHN AVE N
GOLDEN VALLEY, MN   55427  ",(612) 545-1487  ,"1200 MENDELSSOHN AVE N
GOLDEN VALLEY, MN   55427  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=417389&original_query_string=FORMAN FORD PAINT,N/A
CARRIER  ,1903006 ,ACTIVE  , ,06/16/2009 ,DEAN FORSMAN ,FORSMAN OUTDOOR ENTERPRISES ,"22 MEARNS WAY
SOUTH EGREMONT, MA   01258  ",(413) 528-0523  ,"22 MEARNS WAY
SOUTH EGREMONT, MA   01258  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1903006&original_query_string=FORSMAN OUTDOOR ENTERPRISES,N/A
CARRIER  ,1533993 ,ACTIVE  ,"15,000 (2005) ",03/27/2006 ,GUARANTY PEST CONTROL INC ,FOUNDATION REPAIRS AND HOME IMPROVEMENTS INC ,"500 NORTH 13TH ST
BESSEMER, AL   35021  ",(205) 424-2480  ,"POST OFFICE BOX 569
BESSEMER, AL   35021  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1533993&original_query_string=FOUNDATION REPAIRS AND HOME IMPROVEMENTS INC,N/A
CARRIER  ,1653033 ,ACTIVE  ,"10,000 (2006) ",05/29/2019 ,JAMES A NAUGHTON ,FOXES FORD PROPERTY MANAGEMENT ,"85 JAGGER LANE
WESTHAMPTON, NY   11977  ",(631) 288-2071  ,"PO BOX 61
WESTHAMPTON, NY   11977  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1653033&original_query_string=FOXES FORD PROPERTY MANAGEMENT,N/A
CARRIER  ,902760 ,ACTIVE  ,"30,000 (2001) ",08/15/2002 ,FRANCIS B REYNOLDS ,BRITCHES TRUCKING & GRADING SERVICE ,"13116 W STARK ST
BUTLER, WI   53007-1434  ",(262) 781-9441  ,"P O BOX 159
BUTLER, WI   53007-0159  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=902760&original_query_string=FRANCIS B REYNOLDS,N/A
CARRIER  ,2774661 ,ACTIVE  , , ,FRANCISCO J HERNANDEZ ,FAST TRANSPORTATION ,"6800 MARLOW AVE
BEL GARDENS, CA   90201  ",(323) 637-8300  ,"6800 MARLOW AVE
BEL GARDENS, CA   90201  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2774661&original_query_string=FRANCISCO J HERNANDEZ,N/A
CARRIER  ,1968843 ,ACTIVE  ,"47,550 (2023) ",02/29/2024 ,FRANCO BROS CARTING CORP , ,"114 RAILROAD STREET
HUNTINGTON STATION, NY   11746  ",(631) 673-2252  ,"114 RAILROAD STREET
HUNTINGTON STATION, NY   11746  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1968843&original_query_string=FRANCO BROS CARTING CORP,N/A
CARRIER  ,718223 ,ACTIVE  ,"93,697 (2021) ",05/15/2024 ,FRANK COLLIER ,FRANK COLLIER TRUCKING ,"711 FRENCH ST
YREKA, CA   96097  ",(530) 842-2226  ,"PO BOX 1202
YREKA, CA   96097  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=718223&original_query_string=FRANK COLLIER,N/A
CARRIER  ,718223 ,ACTIVE  ,"93,697 (2021) ",05/15/2024 ,FRANK COLLIER ,FRANK COLLIER TRUCKING ,"711 FRENCH ST
YREKA, CA   96097  ",(530) 842-2226  ,"PO BOX 1202
YREKA, CA   96097  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=718223&original_query_string=FRANK COLLIER TRUCKING,N/A
CARRIER  ,2143130 ,ACTIVE  , ,04/14/2011 ,FRANKS TOWING , ,"2044 UDALL LN
SAN LUIS, AZ   85349  ",(928) 261-2125  ,"2044 UDALL LN
SAN LUIS, AZ   85349  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2143130&original_query_string=FRANKS TOWING,N/A
CARRIER  ,3976447 ,ACTIVE  ,"30,000 (2023) ",12/20/2023 ,FRANKYJ23 TRANSPORT LLC , ,"3377 CALIFORNIA AVE
SIGNAL HILL, CA   90755-4605  ",(213) 494-7314  ,"3377 CALIFORNIA AVE
SIGNAL HILL, CA   90755-4605  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3976447&original_query_string=FRANKYJ23 TRANSPORT LLC,N/A
CARRIER  ,1452590 ,ACTIVE  , ,01/17/2006 ,GUILHERME G SANTOS ,G SANTOS TRUCKING ,"2016 BEARING LANE
KISSIMMEE, FL   34744  ",(321) 284-4296  ,"2016 BEARING LANE
KISSIMMEE, FL   34744  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1452590&original_query_string=G SANTOS TRUCKING,N/A
CARRIER  ,2774614 ,ACTIVE  , , ,GILBERTO G SANCHEZ ,COMPLETE GARDENING SERVICE ,"505 PERRIS BLVD.
PERRIS, CA   92570  ",(909) 648-8441  ,"505 PERRIS BLVD.
PERRIS, CA   92570  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2774614&original_query_string=GILBERTO G SANCHEZ,N/A
SHIPPER  ,408306 ,ACTIVE  , , ,GO-DA COMPANY , ,"HWY 431
GUNTERSVILLE, AL   35976-9492  ", ,"P O BOX 67
GUNTERSVILLE, AL   35976-0067  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=408306&original_query_string=GO-DA COMPANY,N/A
CARRIER  ,4001913 ,ACTIVE  , ,12/22/2022 ,GOFORAY TRANSPORTATION LLC ,TRANSPORTATION ,"17538 CALCITE DR
HAGERSTOWN, MD   21740  ",(240) 520-8444  ,"17538 CALCITE DR
HAGERSTOWN, MD   21740-2098  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4001913&original_query_string=GOFORAY TRANSPORTATION LLC,N/A
CARRIER  ,3845503 ,ACTIVE  ,"10,000 (2023) ",01/30/2024 ,GEORGE'S ORNAMENTALS & TURF LLC ,GOT LANDSCAPING ,"16 PINE TRL
CARMEL, NY   10512  ",(201) 344-1518  ,"16 PINE TRL
CARMEL, NY   10512  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3845503&original_query_string=GOT LANDSCAPING,N/A
CARRIER  ,646394 ,ACTIVE  ,"15,796 () ", ,GRANT COUNTY SEPTIC SERVICE , ,"1195 GARDNERSVILLE ROAD
CRITTENDEN, KY   41030  ",(606) 428-1460  ,"1195 GARDNERSVILLE ROAD
CRITTENDEN, KY   41030  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=646394&original_query_string=GRANT COUNTY SEPTIC SERVICE,N/A
CARRIER  ,954663 ,ACTIVE  , ,05/11/2001 ,GRAY AND SON INC , ,"9449 KEYES LN
DUNDEE, OR   97115  ",(503) 538-9325  ,"PO BOX 308
DUNDEE, OR   97115  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=954663&original_query_string=GRAY AND SON INC,N/A
CARRIER  ,1545502 ,ACTIVE  , ,08/22/2006 ,GREEN CASTEL D RESTORATION AND MANAGEMENT INC , ,"50 ELLS WORTH AVE
BRONX, NY   10465  ",(917) 417-3401  ,"50 ELLS WORTH AVE
BRONX, NY   10465  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1545502&original_query_string=GREEN CASTEL D RESTORATION AND MANAGEMENT INC,N/A
CARRIER  ,2251502 ,ACTIVE  ,"50,000 (2010) ",01/14/2016 ,GREGORY EVANS MOORE ,MOORE LOCKDOWN AND MAINTENANCE ,"1611 MAIN ST
SNOVER, MI   48472  ",(810) 672-9649  ,"1611 MAIN ST
SNOVER, MI   48472  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2251502&original_query_string=GREGORY EVANS MOORE,N/A
CARRIER  ,1288296 ,ACTIVE  ,"277,000 (2021) ",02/25/2022 ,MARCELINO GONZALEZ ,GRUAS BAZAN ,"2957 S ALANE ST
WEST VALLEY CITY, UT   84120  ",(801) 548-1565  ,"2957 S ALANE ST
WEST VALLEY CITY, UT   84120  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1288296&original_query_string=GRUAS BAZAN,N/A
CARRIER  ,1533993 ,ACTIVE  ,"15,000 (2005) ",03/27/2006 ,GUARANTY PEST CONTROL INC ,FOUNDATION REPAIRS AND HOME IMPROVEMENTS INC ,"500 NORTH 13TH ST
BESSEMER, AL   35021  ",(205) 424-2480  ,"POST OFFICE BOX 569
BESSEMER, AL   35021  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1533993&original_query_string=GUARANTY PEST CONTROL INC,N/A
CARRIER  ,2812708 ,ACTIVE  ,"50,000 (2016) ",11/30/2015 ,GUERRA TRANSPORT INC , ,"13641 SW 24TH ST
MIAMI, FL   33175  ",(786) 428-8940  ,"13641 SW 24TH ST
MIAMI, FL   33175  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2812708&original_query_string=GUERRA TRANSPORT INC,N/A
CARRIER  ,1452590 ,ACTIVE  , ,01/17/2006 ,GUILHERME G SANTOS ,G SANTOS TRUCKING ,"2016 BEARING LANE
KISSIMMEE, FL   34744  ",(321) 284-4296  ,"2016 BEARING LANE
KISSIMMEE, FL   34744  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1452590&original_query_string=GUILHERME G SANTOS,N/A
CARRIER  ,928830 ,ACTIVE  , , ,GULF COAST SHRINKWRAP & TRANSPORT INC , ,"129 PALMETTO LANE
LARGO, FL   33770  ",(727) 517-7749  ,"2804 WEST BAY DRIVE # 203
BELLEAIR BLUFFS, FL   33770  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=928830&original_query_string=GULF COAST SHRINKWRAP & TRANSPORT INC,N/A
CARRIER  ,3288125 ,ACTIVE  ,1 (2024) ,04/12/2024 ,GUZMAN TRUCKING LLC , ,"6554 LARNE AVE
JACKSONVILLE, FL   32244  ",(786) 532-6030  ,"6554 LARNE AVE
JACKSONVILLE, FL   32244  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3288125&original_query_string=GUZMAN TRUCKING LLC,N/A
CARRIER  ,1555393 ,ACTIVE  , ,03/03/2007 ,MICHAEL LEE HAMMOND ,HAMMOND REPAIR SERVICE AND FARM ,"HIGHWAY 183 SOUTH
MARION, AL   36756  ",(334) 683-4665  ,"ROUTE 2 BOX 200
MARION, AL   36756  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1555393&original_query_string=HAMMOND REPAIR SERVICE AND FARM,N/A
CARRIER  ,719675 ,ACTIVE  , , ,MARY JANE HANEY ,HANEY'S ,"508 E 8TH ST
SHERIDAN, IN   46069  ",(317) 758-1810  ,"508 E 8TH ST
SHERIDAN, IN   46069  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=719675&original_query_string=HANEY'S,N/A
CARRIER  ,1645097 ,ACTIVE  , ,05/16/2007 ,HERMAN LEE KNIGHT , ,"11069 BUFFALO TRACE RD
PALMYRA, IN   47164  ",(812) 364-6340  ,"11069 BUFFALO TRACE RD
PALMYRA, IN   47164  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1645097&original_query_string=HERMAN LEE KNIGHT,N/A
CARRIER/SHIPPER  ,385443 ,ACTIVE  ,"30,000 (2023) ",03/01/2024 ,HI-PLAINS SAND INC , ,"1896 AVE M
KANOPOLIS, KS   67454-9559  ",(785) 472-4880  ,"1896 AVENUE M
KANOPOLIS, KS   67454  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=385443&original_query_string=HI-PLAINS SAND INC,N/A
CARRIER  ,663717 ,ACTIVE  , , ,HIGHLAND INCORPORATED , ,"1377 HUTCHERSON LN
ELIZABETHTOWN, KY   42701  ",(502) 769-1005  ,"PO BOX 2051
ELIZABETHTOWN, KY   42702  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=663717&original_query_string=HIGHLAND INCORPORATED,N/A
CARRIER  ,1431091 ,ACTIVE  , ,09/01/2005 ,HINES TRANSPORT INC , ,"404 SHEPPARD ROAD
VENUS, FL   33960  ",(863) 441-4245  ,"404 SHEPPARD ROAD
VENUS, FL   33960  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1431091&original_query_string=HINES TRANSPORT INC,N/A
CARRIER  ,3155984 ,ACTIVE  ,"10,000 (2023) ",04/09/2024 ,HOWARD-WILDER LAND MANAGEMENT LLC , ,"3185 HIGHWAY 93 N
PELHAM, GA   31779-4425  ",(229) 221-0918  ,"PO BOX 426
PELHAM, GA   31779  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3155984&original_query_string=HOWARD-WILDER LAND MANAGEMENT LLC,N/A
CARRIER  ,351433 ,ACTIVE  ,"90,000 (1999) ",03/30/2005 ,HOWCO OIL COMPANY , ,"217 E SHEPHERD ST
NASHVILLE, AR   71852-2111  ",(501) 285-3556  ,"P O BOX 813
NASHVILLE, AR   71852-0813  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=351433&original_query_string=HOWCO OIL COMPANY,N/A
CARRIER  ,1635573 ,ACTIVE  ,"101,286 (2020) ",06/28/2024 ,INSTANT GROWTH HYDROSEEDING LLC ,HYDROHAUL ,"140 VIP DRIVE
MASONTOWN, WV   26542-0000  ",(304) 864-7897  ,"140 VIP DRIVE
MASONTOWN, WV   26542-0000  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1635573&original_query_string=INSTANT GROWTH HYDROSEEDING LLC,N/A
CARRIER  ,1908188 ,ACTIVE  , ,08/14/2009 ,ISLAND CRANE SERVICES INC , ,"4967 HARBOR HILLS DR
FREELAND, WA   98249  ",(360) 331-3131  ,"P O BOX 308
FREELAND, WA   98249  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1908188&original_query_string=ISLAND CRANE SERVICES INC,N/A
CARRIER  ,2745213 ,ACTIVE  , , ,ISLAND WOOD AUTOMATION INC ,PHV CUSTOM CABINETS ,"3121 MAIN ST STE I
CHULA VISTA, CA   91911  ",(619) 426-3066  ,"3121 MAIN ST STE I
CHULA VISTA, CA   91911  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2745213&original_query_string=ISLAND WOOD AUTOMATION INC,N/A
CARRIER  ,3298455 ,ACTIVE  ,"10,000 (2023) ",05/30/2024 ,J & C PROPERTY MANGAMENT ,JACKSON & COMPANY PROPERTY MANGAMENT ,"110 YEARSLEY MILL RD
MEDIA, PA   19063-5518  ",(610) 637-5408  ,"110 YEARSLEY MILL RD
MEDIA, PA   19063-5518  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3298455&original_query_string=J & C PROPERTY MANGAMENT,N/A
CARRIER  ,940235 ,ACTIVE  , ,03/10/2001 ,J & G LANDSCAPING INC , ,"4316 W HIGHWAY ST
CASPER, WY   82604  ",(307) 234-3874  ,"4316 W HIGHWAY ST
CASPER, WY   82604  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=940235&original_query_string=J & G LANDSCAPING INC,N/A
CARRIER  ,855060 ,ACTIVE  , ,02/13/2001 ,JESUS H GIMENEZ ,J G CARGO TRANSPORT ,"5071 W HWY 316
CITRA, FL   32113  ",(352) 595-8714  ,"5071 W HWY 316
CITRA, FL   32113  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=855060&original_query_string=J G CARGO TRANSPORT,N/A
CARRIER  ,2103869 ,ACTIVE  , ,12/16/2010 ,J P FUEL TRANSPORT INC , ,"16055 SR 52, STE 201
LAND O' LAKES, FL   34638  ",(813) 406-4813  ,"16055 SR 52. STE 201
LAND O' LAKES, FL   34638  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2103869&original_query_string=J P FUEL TRANSPORT INC,N/A
CARRIER  ,3298455 ,ACTIVE  ,"10,000 (2023) ",05/30/2024 ,J & C PROPERTY MANGAMENT ,JACKSON & COMPANY PROPERTY MANGAMENT ,"110 YEARSLEY MILL RD
MEDIA, PA   19063-5518  ",(610) 637-5408  ,"110 YEARSLEY MILL RD
MEDIA, PA   19063-5518  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3298455&original_query_string=JACKSON & COMPANY PROPERTY MANGAMENT,N/A
